Sales 2016,Profit 2016,Sales 2017,Profit 2017,Sales 2018,Profit 2018,Sales 2019,Profit 2019,,z-Test: Two Sample for Means,,
11.12,3.475,180.98,-470.548,67.9,0.679,9.096,1.7055,,,,
101.994,-71.3958,60.416,6.0416,1059.12,307.1448,116.832,33.5892,,,,
18.264,-13.3936,13.092,-10.0372,32.04,14.418,85.2,20.235,,,,
8.64,2.5056,3.424,0.2996,55.992,3.4995,42.616,-68.1856,,,,
8.56,2.4824,43.056,15.6078,76.864,26.9024,319.984,107.9946,,,,
213.48,16.011,600.53,137.264,1565.88,407.1288,45.92,15.498,,,,
67.88,18.3276,59.904,14.2272,106.05,49.8435,21.184,-11.6512,,,,
763.28,-21.808,637.44,135.456,12.672,4.752,20.736,7.2576,,,,
6.16,1.9712,51.756,-33.6414,91.96,-20.691,213.43,-39.637,,,,
24.672,0,10.332,-7.5768,254.97,91.7892,61.68,5.397,,,,
22.72,7.384,4.928,0.7392,31.984,-7.996,158.376,13.8579,,,,
164.88,80.7912,11.784,4.2717,2887.056,180.441,65.12,16.9312,,,,
10.95,3.285,180.96,81.432,12.96,6.2208,141.372,-48.4704,,,,
13.97,3.6322,45.04,4.504,47.52,21.384,3.036,-2.3276,,,,
8.544,-7.476,31.4,13.188,11.952,3.8844,4.503,-3.6024,,,,
8.56,3.852,9.48,3.792,25.06,11.7782,4.672,1.5768,,,,
39.128,-8.8038,209.5,58.66,1652.94,314.0586,95.88,28.764,,,,
139.93,34.9825,24.3,10.449,1001.584,125.198,17.024,1.7024,,,,
5.76,2.8224,6.48,3.1104,28.8,0.864,258.696,64.674,,,,
8.952,-14.7708,87.36,23.5872,18.9,8.694,1931.958,-386.3916,,,,
579.95,168.1855,56.16,17.55,93.68,25.2936,628.81,12.5762,,,,
29.12,12.5216,64.784,-14.5764,21.93,10.3071,56.45,14.677,,,,
8.226,-6.0324,15.552,5.6376,862.344,97.0137,8.832,-1.9872,,,,
102.24,-16.614,223.888,69.965,19.98,9.3906,177.536,62.1376,,,,
15.24,7.1628,16.24,2.436,84.272,-75.8448,258.48,-3.231,,,,
119.96,52.7824,77.55,21.714,479.72,52.7692,14.136,4.2408,,,,
445.802,-108.2662,10.744,0.8058,523.92,-26.196,17.48,8.2156,,,,
25.71,9.2556,232.4,78.435,36.4,17.108,6.368,2.388,,,,
1793.98,843.1706,164.646,12.8058,51.75,15.525,6.56,1.9024,,,,
44.46,14.6718,22.68,11.1132,10.2,4.794,243.92,-15.245,,,,
241.568,18.1176,110.528,38.6848,22.32,5.58,47.52,22.8096,,,,
66.03,17.1678,10.944,0.9576,24.1,11.086,99.87,23.9688,,,,
3.36,0.84,45.584,16.5242,75.98,18.2352,9.856,3.4496,,,,
27.936,9.4284,25.488,4.4604,6.46,3.1654,25.92,3.888,,,,
28.784,2.8784,7.5,3.6,60.12,28.8576,66.112,-9.0904,,,,
322.192,100.685,46.688,-2.918,24.85,7.7035,159.96,51.1872,,,,
2.946,-4.8609,17.94,3.0498,59.98,17.994,31.104,11.2752,,,,
19.136,6.9368,370.14,144.3546,24.1,11.086,11.176,0.8382,,,,
828.84,0,9.952,0.9952,8.78,2.2828,17.712,5.9778,,,,
119.8,29.95,1035.8,269.308,376.74,71.162,4.86,-3.564,,,,
32.4,15.552,60.736,20.4984,29.52,14.4648,6.258,-5.215,,,,
36.4,17.472,479.976,161.9919,11.96,2.99,147.168,16.5564,,,,
5.95,0.833,6.08,-10.336,26.4,12.672,362.352,27.1764,,,,
315.2,6.304,15.984,1.1988,12.96,6.3504,7.184,2.245,,,,
15.18,7.1346,184.752,-20.7846,25.83,12.1401,16.2,7.776,,,,
18.336,-12.224,175.23,61.3305,33.9,15.594,33.99,14.6157,,,,
180.96,13.572,125.99,31.4975,28.14,7.8792,296.85,53.433,,,,
408.744,76.6395,23,10.35,36,6.48,112.8,6.768,,,,
138.56,66.5088,17.52,8.2344,92.94,25.0938,13.71,6.5808,,,,
65.52,12.376,35.76,10.0128,245.646,8.1882,24.9,11.703,,,,
3.928,1.3257,9.82,4.8118,55.008,17.19,286.29,17.1774,,,,
1202.94,300.735,18.312,-12.208,35.232,11.4504,24.18,7.254,,,,
13.36,6.4128,25.92,9.072,9.248,3.3524,762.594,-1143.891,,,,
103.92,-18.186,8.016,1.002,15.552,5.4432,18.76,9.0048,,,,
47.992,3.5994,33.568,1.6784,209.6,68.12,14.88,3.72,,,,
35.016,-2.1885,422.625,0,23.32,6.0632,85.056,28.7064,,,,
39.96,19.1808,39,17.55,30.98,13.941,2.78,1.3622,,,,
1432,125.3,12.6,6.048,119.96,25.1916,37.056,8.8008,,,,
41.04,11.0808,24.64,4.004,363.92,-31.843,259.896,-56.3108,,,,
1013.832,101.3832,6.264,2.0358,35.808,11.19,34.504,6.0382,,,,
56.568,-74.9526,14.432,3.4276,122.688,39.8736,184.66,84.9436,,,,
1403.92,70.196,447.944,89.5888,892.136,111.517,12.96,6.2208,,,,
6.72,3.36,150.408,-33.8418,50.22,2.0088,22.18,10.8682,,,,
946.764,-694.2936,24.56,11.5432,83.42,24.1918,2054.272,256.784,,,,
17.496,-10.0602,51.968,-10.3936,5.872,2.1286,10.528,3.29,,,,
29.46,9.7218,121.104,-100.92,27.792,10.422,20.544,6.42,,,,
162.89,76.5583,111.96,-1.3995,38.88,18.6624,32.36,11.6496,,,,
2177.584,-3701.8928,15.696,5.1012,1.964,-3.2406,406.6,113.848,,,,
8.624,-2.5872,70.26,18.9702,82.656,30.996,177.568,8.8784,,,,
14.94,6.8724,90,16.2,9.248,3.3524,19.44,9.3312,,,,
9.64,4.4344,6.096,2.0574,4.448,0.3336,71.28,34.2144,,,,
1819.86,163.7874,481.176,-120.294,5.184,1.8144,1471.96,459.9875,,,,
51.9,24.393,7.24,2.3892,175.92,15.393,79.96,-17.991,,,,
64.96,2.5984,31.504,11.814,4.752,-8.316,10.272,3.21,,,,
2244.48,493.7856,5.04,1.638,13.344,1.0008,512.19,-65.853,,,,
255.85,112.574,39.879,-29.2446,54.9,26.901,1.556,-4.2012,,,,
455.1,100.122,4.712,1.4136,22.911,-17.5651,143.952,17.994,,,,
48.91,22.9877,97.424,10.9602,309.456,34.8138,19.44,9.3312,,,,
9.84,2.8536,21.968,-15.9268,19.456,3.4048,67.9,20.37,,,,
34.5,15.525,619.152,69.6546,472.518,-149.6307,195.68,50.8768,,,,
6.56,1.9024,127.904,41.5688,1012.68,303.804,14.2,6.674,,,,
14.88,3.72,17.12,7.704,17.22,-12.628,8.36,3.0096,,,,
263.96,42.8935,3.552,0.444,146.688,55.008,39.9,19.95,,,,
25.44,9.9216,359.499,-29.6058,276.784,89.9548,90.86,26.3494,,,,
2.992,1.122,4.728,0.7092,25.32,9.1785,94.85,45.528,,,,
20.064,7.0224,53.352,16.0056,19.648,6.6312,45.36,21.7728,,,,
146.73,68.9631,131.104,8.194,25.98,0.7794,45.78,22.89,,,,
18.75,9,22.512,2.2512,3.28,1.476,166.44,79.8912,,,,
117.576,11.7576,72.744,-12.7302,459.88,13.7964,15.92,2.786,,,,
109.92,53.8608,52.59,15.777,7.76,2.2504,19.05,8.763,,,,
68.48,25.68,10.74,5.1552,71.96,17.99,70.95,18.447,,,,
1676.88,83.844,11.032,3.0338,54.9,15.372,56.7,26.082,,,,
45.528,15.9348,53.04,-4.641,9.28,3.248,3.882,-2.588,,,,
662.88,74.574,17.12,4.9648,1685.88,320.3172,12.585,-18.0385,,,,
424.272,-10.6068,59.94,28.1718,5.728,2.0048,113.372,-29.1528,,,,
1.344,0.504,3050.376,1143.891,17.94,8.7906,18.312,-12.208,,,,
83.92,-1.049,133.98,33.495,13.89,4.5837,127.936,4.7976,,,,
629.95,157.4875,5.344,0.7348,16.45,7.567,241.17,-168.819,,,,
190.848,-21.4704,1.696,-2.544,19.92,6.5736,942.784,94.2784,,,,
51.968,10.3936,24.588,-67.617,35.168,8.3524,74.352,23.235,,,,
75.18,35.3346,7.98,-13.167,123.088,40.0036,1079.85,323.955,,,,
30.98,8.0548,288,57.6,92.94,41.823,70.98,3.549,,,,
1349.91,661.4559,26.88,6.72,52.56,18.396,29.95,8.6855,,,,
242.352,-42.4116,10.896,3.8136,87.92,0.8792,589.41,-6.549,,,,
574.91,156.047,29.304,2.5641,5.98,2.9302,8.56,3.852,,,,
8.448,2.64,55.328,6.2244,69.52,17.38,11.56,5.6644,,,,
10.368,3.6288,1227.9984,-36.1176,89.97,25.1916,895.944,190.3881,,,,
11.952,4.0338,46.62,21.4452,40,0.5,31.872,11.5536,,,,
16.784,-26.8544,266.352,13.3176,203.976,25.497,35.56,12.0904,,,,
8.88,-13.32,307.98,89.3142,674.352,-8.4294,323.976,20.2485,,,,
4.836,-12.09,44.1,20.727,5.388,-4.49,39.99,11.5971,,,,
395,39.5,13.12,5.6416,30.976,5.0336,16.28,6.512,,,,
192.186,36.3018,16.56,7.7832,1350.12,175.5156,782.94,203.5644,,,,
1325.76,149.148,38.88,18.6624,15.92,7.4824,242.48,116.3904,,,,
572.16,35.76,335.52,117.432,19.54,7.2298,2357.488,884.058,,,,
22.24,2.502,6.912,2.5056,116.76,14.595,369.544,32.3351,,,,
14.62,6.7252,10.56,4.752,331.023,-114.3534,184.752,-20.7846,,,,
48.36,6.045,39.96,14.3856,756.8,75.68,163.96,59.4355,,,,
8.608,3.0128,1217.568,456.588,2.912,0.91,218.352,0,,,,
144.6,41.934,74.24,8.352,20.736,7.2576,529.9,105.98,,,,
15.992,-2.9985,159.84,45.954,9.568,2.99,99.3,41.706,,,,
34.44,17.22,2.892,-2.3136,30.18,13.8828,108.96,30.5088,,,,
321.552,20.097,9.392,3.2872,51.648,18.7224,2.688,0.84,,,,
19.456,3.4048,55.6,6.255,11.232,3.9312,47.4,18.96,,,,
17.28,7.9488,617.976,-7.7247,110.376,12.4173,512.96,143.6288,,,,
13.16,4.1125,31.05,14.904,151.62,50.0346,395.94,102.9444,,,,
3.828,-6.5076,8.92,3.9248,30.8,10.164,81.96,0,,,,
304.99,-533.7325,209.6,96.416,113.6,44.304,31.744,8.3328,,,,
238,38.08,111.04,29.9808,12.96,6.3504,12.42,5.2164,,,,
26.7,7.476,38.88,18.6624,69.456,22.5732,38.62,10.8136,,,,
40.2,18.09,36.27,10.881,341.991,-319.1916,59.98,10.7964,,,,
13.89,4.5837,192.72,92.5056,43.96,18.4632,295.056,106.9578,,,,
689.82,20.6946,239.97,86.3892,39.76,18.6872,300.904,11.2839,,,,
9.264,-13.896,2676.672,267.6672,9.216,3.3408,8.82,4.0572,,,,
91.056,31.8696,494.97,148.491,68.52,31.5192,5.98,1.5548,,,,
54.208,8.8088,25.06,11.7782,364.74,109.422,17.568,6.3684,,,,
323.976,36.4473,182.72,84.0512,47.4,21.33,55.992,5.5992,,,,
15.552,5.4432,99.2,25.792,49.76,13.9328,20.736,7.2576,,,,
32.592,-7.7406,609.98,-113.282,5.56,1.4456,71.976,19.7934,,,,
99.98,7.9984,211.372,-45.294,629.1,301.968,22.512,2.2512,,,,
75.88,35.6636,239.976,17.9982,14.7,3.969,3.444,-2.7552,,,,
53.316,-19.5492,204.85,53.261,45.36,21.7728,538.194,-412.6154,,,,
64.784,6.4784,135.984,16.998,125.99,35.2772,47.984,14.3952,,,,
12.645,-10.116,16.4,7.052,89.568,32.4684,20.544,6.42,,,,
4.032,1.0584,92.96,31.374,315.776,31.5776,17.9,8.771,,,,
17.472,5.6784,1.72,-2.838,273.666,-12.8784,18,3.24,,,,
104.58,-172.557,77.952,12.6672,17.48,4.5448,12.96,6.3504,,,,
34.2,9.234,95.97,-73.577,20.608,-4.3792,723.92,188.2192,,,,
22.98,6.894,105.584,9.2386,4.095,-2.73,106.32,49.9704,,,,
319.968,95.9904,9.344,1.168,35.984,4.498,10.776,3.5022,,,,
2033.584,762.594,9.68,3.7752,389.97,132.5898,11.784,4.2717,,,,
16.704,1.2528,4899.93,2302.9671,185.528,48.7011,164.88,80.7912,,,,
247.8,-18.585,239.94,26.3934,6.9,0.552,1292.94,77.5764,,,,
32.896,11.1024,23.84,6.4368,57.69,23.6529,25.584,8.9544,,,,
14.67,6.7482,100.8,21.42,305.01,76.2525,261.74,65.435,,,,
10.56,4.752,166.92,-116.844,50.784,17.7744,14.4,7.056,,,,
229.94,6.8982,117.882,1.3098,26.01,12.2247,9.912,3.2214,,,,
447.944,89.5888,2.992,-4.488,59.99,21.5964,318.43,-77.333,,,,
79.45,22.246,108.768,2.7192,72,12.96,5.8,-10.15,,,,
30.36,8.7285,25.92,12.4416,113.888,9.9652,1415.76,88.485,,,,
292.272,18.267,22.58,5.8708,158.13,77.4837,480,225.6,,,,
23.99,5.5177,61.44,16.5888,286.4,25.06,34.05,9.534,,,,
20.65,9.499,10.86,5.3214,142.182,-37.9152,89.97,37.7874,,,,
204.9,0,21.98,8.5722,22.752,-8.532,8.82,2.3814,,,,
600.558,-8.5794,2621.322,553.3902,16.52,5.369,10.86,5.1042,,,,
300.416,78.8592,74.76,23.9232,1.408,0.1584,143.7,68.976,,,,
221.16,57.5016,364.776,27.3582,169.568,0,22.72,10.224,,,,
281.97,78.9516,89.696,33.636,19.44,9.3312,8.928,0.558,,,,
230.352,20.1558,50.12,23.5564,194.352,-36.441,47.584,-2.974,,,,
3.984,1.3944,24.56,6.8768,36.624,13.734,19.44,9.3312,,,,
13.04,5.7376,7.218,-5.5338,340.182,-73.7061,9.82,3.2406,,,,
218.352,-24.5646,27.2,2.04,12.672,2.6928,15.96,7.98,,,,
18.75,9,146.73,2.9346,6.888,-5.0512,10.08,3.528,,,,
65.78,32.2322,29.9,13.455,32.544,-7.7292,101.34,8.1072,,,,
64.02,29.4492,246.168,21.5397,347.802,-24.843,95.68,26.7904,,,,
491.55,240.8595,15.552,5.4432,40.74,0.4074,50.96,24.4608,,,,
3.48,1.1136,482.94,-376.6932,14.4,7.056,113.94,34.182,,,,
13.194,-8.796,299.98,83.9944,149.95,41.986,25.92,12.4416,,,,
1080.096,-94.5084,403.68,181.656,16.9,5.07,20.32,6.9088,,,,
71.976,21.5928,41.9,11.732,17.61,8.4528,411.98,119.4742,,,,
65.44,-8.18,28.91,13.2986,378,136.08,34.48,9.9992,,,,
296.712,100.1403,23.64,5.319,17.64,8.6436,244.55,114.9385,,,,
10.048,3.14,84.784,-16.9568,373.08,100.7316,114.848,35.89,,,,
807.75,153.4725,64.96,-84.448,1336.44,387.5676,95.616,9.5616,,,,
32.952,-19.7712,32.06,-51.296,29.97,0.2997,191.976,19.1976,,,,
13.36,6.4128,177.648,-28.8678,313.176,-120.0508,23.832,6.5538,,,,
29.808,10.8054,287.91,33.5895,866.646,173.3292,409.216,61.3824,,,,
5.88,1.9845,22.368,1.6776,43.13,14.6642,72.588,-128.2388,,,,
230.28,23.028,32.368,11.7334,30.87,14.2002,32.4,15.552,,,,
767.214,161.9674,207.984,36.3972,167.84,11.7488,149.95,31.4895,,,,
62.85,13.1985,8.28,3.4776,386.68,-5.524,23.32,6.0632,,,,
81.96,22.9488,555.96,41.697,379.96,47.495,16.74,4.8546,,,,
238.62,4.7724,2.808,-4.4928,539.91,-116.9805,35.4,13.452,,,,
139.8,12.2325,14.576,2.3686,41.24,13.9185,12.624,-2.5248,,,,
276.28,0,23.2,1.45,51.897,-41.5176,89.584,4.4792,,,,
182.352,-18.2352,16.464,1.8522,552.56,-138.14,471.92,29.495,,,,
129.888,12.9888,2.376,0.7425,23.16,-15.44,18.18,-13.938,,,,
498,184.26,143.128,-393.602,126.08,-28.368,4.842,-3.3894,,,,
14.32,5.191,3.488,-0.6976,449.1,-643.71,272.646,18.1764,,,,
48.944,16.5186,21.728,3.8024,85.246,-6.089,212.8,95.76,,,,
24.9,8.217,663.072,-165.768,32.712,-26.1696,38.52,18.1044,,,,
56.064,21.024,99.588,-82.99,9.248,3.1212,72.64,21.792,,,,
70.56,23.9904,49.568,15.49,1036.624,51.8312,45.4,12.712,,,,
4.832,1.6308,29.372,-46.9952,14.88,3.72,13.76,6.3296,,,,
18.24,-31.008,344.704,38.7792,34.24,15.408,80.991,8.0991,,,,
25.92,9.072,19.44,9.3312,261.74,65.435,11.784,3.9771,,,,
120.768,9.0576,44.688,3.3516,87.84,23.7168,4.36,1.7876,,,,
505.176,-336.784,301.47,-204.9996,1499.95,449.985,2888.127,609.7157,,,,
174.0585,-110.7645,389.97,35.0973,13.568,3.2224,1299.66,350.9082,,,,
25.3,11.891,269.91,53.982,12.78,5.751,2254.41,375.735,,,,
95.94,9.594,102.582,6.8388,23.36,11.68,104.85,28.3095,,,,
38.976,-50.6688,20.04,9.6192,8.952,-7.46,59.97,20.3898,,,,
119.8,47.92,18.176,4.7712,8.856,-6.4944,20.16,9.8784,,,,
8.736,-4.8048,41.424,8.2848,85.246,-1.2178,80.48,24.144,,,,
3.984,1.4442,244.768,24.4768,266.352,-13.3176,1.908,-1.5264,,,,
15.936,5.1792,74.352,6.5058,483.136,54.3528,71.98,15.1158,,,,
523.764,-192.0468,4.312,-6.8992,70.88,33.3136,79.98,26.3934,,,,
132.696,9.9522,56.686,-20.245,21.204,-11.6622,12.294,-8.6058,,,,
39.68,16.2688,97.968,6.123,170.786,0,15.51,3.8775,,,,
43.68,20.9664,7.872,0.8856,198.744,0,55.86,27.93,,,,
1573.488,196.686,15.552,5.4432,435.168,-59.8356,219.84,107.7216,,,,
3.132,-2.61,1.476,-2.2878,48.58,7.7728,98.16,9.816,,,,
22.428,-17.9424,8.4,2.184,563.94,112.788,33.04,15.5288,,,,
92.52,18.504,418.32,117.1296,58.248,11.6496,86.97,25.2213,,,,
47.984,14.3952,123.858,46.7908,71.246,-19.3382,5.607,-4.2987,,,,
11.16,5.58,45.28,15.3952,7.872,0.5904,4663.736,-1049.3406,,,,
27.968,6.992,15.56,7.3132,887.271,-63.3765,79.984,22.9954,,,,
47.53,16.1602,19.44,9.3312,12.96,6.2208,241.96,41.1332,,,,
290.666,3.4196,3.64,1.0192,25.176,-33.3582,27.72,13.3056,,,,
113.97,27.3528,18.54,8.7138,5.584,-1.6752,13.392,5.022,,,,
62.016,22.4808,41.568,-4.1568,1297.368,97.3026,11.228,-18.5262,,,,
63.2,23.384,317.058,-86.0586,18.54,8.7138,691.96,318.3016,,,,
341.96,78.6508,8.04,2.9145,679.96,220.987,34.95,15.378,,,,
1687.8,742.632,50,10.5,703.71,-938.28,27.18,12.231,,,,
115.36,56.5264,228.92,14.3075,17.904,-14.92,391.98,113.6742,,,,
5.742,-4.5936,582.336,-29.1168,11.976,-9.1816,67.4,17.524,,,,
1367.84,259.8896,31.12,14.6264,67.96,0.8495,40.176,14.5638,,,,
998.82,29.9646,2803.92,0,4.544,1.6472,12.96,6.2208,,,,
51.15,13.299,249.584,15.599,1352.032,84.502,17.94,6.4584,,,,
3.424,1.07,17.94,8.7906,30.4,13.984,21.96,6.1488,,,,
34.77,11.4741,10.11,3.2352,5399.91,2591.9568,1071,171.36,,,,
46.35,21.7845,1099.96,82.497,119.1,34.539,12.07,3.9831,,,,
223.92,109.7208,103.481,-16.2613,1568.61,329.4081,119.96,33.5888,,,,
7.3,2.19,5.904,1.9926,17.3,8.304,31.44,8.4888,,,,
605.88,151.47,30.08,-5.264,160,62.4,6.88,2.322,,,,
,,36.288,12.7008,167.888,14.6902,29.328,3.666,,,,
,,10.272,1.1556,11.56,5.6644,291.96,102.186,,,,
,,252.8,-31.6,209.97,58.7916,14.352,5.2026,,,,
,,2.946,-2.0622,447.84,98.5248,180.588,-240.784,,,,
,,95.84,34.742,479.97,163.1898,47.984,0.5998,,,,
,,12.39,5.6994,8.64,2.5056,25.824,9.0384,,,,
,,186.15,55.845,286.256,17.891,160.96,48.288,,P-value,F crit,
,,81.792,26.5824,24.224,-4.8448,251.64,88.074,,#NUM!,#NUM!,
,,47.19,13.6851,331.536,-82.884,73.176,-197.5752,,#NUM!,#NUM!,
,,36.784,-8.2764,17.856,4.2408,20.736,7.2576,,,,
,,5.904,1.9926,431.976,-75.5958,39.984,-8.9964,,,,
,,173.488,54.215,15.232,5.5216,199.95,63.984,,,,
,,51.56,-61.872,19.44,9.3312,12.96,6.2208,,,,
,,3.564,-6.237,7.96,3.7412,211.04,97.0784,,,,
,,319.984,91.9954,566.97,153.0819,594.816,59.4816,,,,
,,572.8,50.12,9.84,2.8536,72.96,23.712,,,,
,,32.04,8.01,15.552,5.4432,9.248,3.3524,,,,
,,26.982,4.0473,1039.728,90.9762,17.88,2.4585,,,,
,,6.912,2.5056,45.96,13.788,235.944,85.5297,,,,
,,435.504,48.9942,456.588,-304.392,103.056,24.4758,,,,
,,191.968,16.7972,4499.985,-6599.978,72,12.96,,,,
,,35.52,13.32,59.976,11.9952,655.9,275.478,,,,
,,6.23,-9.6565,6.12,2.8764,603.92,181.176,,,,
,,56.704,19.1376,203.92,55.0584,1169.694,-253.4337,,,,
,,369.1992,-114.0174,29.56,7.9812,40.29,10.0725,,,,
,,13.848,5.193,45.248,3.9592,38.71,17.8066,,,,
,,577.584,43.3188,876.3,-292.1,391.98,109.7544,,,,
,,151.96,36.4704,185.376,-34.758,437.85,131.355,,,,
,,71.12,9.779,2.89,-4.7685,859.2,75.18,,,,
,,3.008,0.564,7.896,2.4675,506.28,177.198,,,,
,,184.66,84.9436,22.608,-10.1736,383.96,38.396,,,,
,,11.76,5.7624,30.528,9.54,15.57,-11.418,,,,
,,6.732,-4.488,1.8,-2.88,199.8,71.928,,,,
,,33.568,1.6784,30.828,-24.6624,15.51,3.8775,,,,
,,15.84,5.544,47.616,5.952,89.9,25.172,,,,
,,24.424,7.9378,108.784,10.8784,14.28,3.7128,,,,
,,17.12,1.926,4.77,2.1465,12.72,4.9608,,,,
,,31.56,10.4148,7.98,2.0748,15.75,7.56,,,,
,,105.686,-28.6862,550.431,-47.1798,520.464,-14.8704,,,,
,,399.54,-79.908,10.56,4.6464,11.424,3.7128,,,,
,,104.93,-4.497,113.22,29.4372,31.08,15.2292,,,,
,,60.84,19.4688,35.88,17.5812,7.3,2.19,,,,
,,35.208,2.6406,4535.976,1644.2913,20.7,9.936,,,,
,,197.72,55.3616,111.672,6.9795,488.646,86.8704,,,,
,,4297.644,-1862.3124,19.136,1.9136,5.56,1.4456,,,,
,,12.96,6.2208,45.96,13.788,47.12,20.7328,,,,
,,64.68,8.085,16.192,-6.8816,8.26,3.8822,,,,
,,323.1,61.389,18.936,-3.7872,269.97,51.2943,,,,
,,668.16,75.168,12.672,-3.168,119.96,35.988,,,,
,,613.9992,-18.0588,5.04,1.764,10.608,0.9282,,,,
,,470.36,122.2936,13.38,6.1548,39.9,10.374,,,,
,,12.224,4.4312,6.16,2.9568,177.55,47.9385,,,,
,,269.98,72.8946,915.136,102.9528,8.595,-6.303,,,,
,,4404.9,1013.127,8.56,3.852,190.896,-42.9516,,,,
,,274.8,134.652,97.82,45.9754,24.448,8.8624,,,,
,,62.18,16.7886,242.176,-302.72,419.136,-57.6312,,,,
,,8.28,2.9808,337.176,-118.0116,71.88,33.0648,,,,
,,48.81,23.9169,32.4,15.552,9.24,2.9568,,,,
,,10.368,1.5552,19.89,5.3703,35.88,16.146,,,,
,,235.188,-43.1178,399.98,171.9914,17.04,5.538,,,,
,,26.376,2.6376,343.85,137.54,931.176,314.2719,,,,
,,10.384,2.2066,106.32,49.9704,2.224,0.556,,,,
,,107.118,-21.4236,715.64,178.91,1.744,-0.3488,,,,
,,3.328,1.2064,268.704,6.7176,32.776,3.2776,,,,
,,135.99,36.7173,21.92,5.9184,147.184,-29.4368,,,,
,,7.38,2.1402,48.72,7.308,54.384,1.3596,,,,
,,173.488,54.215,205.666,-12.098,76.776,-58.8616,,,,
,,516.96,-6.462,30.344,-31.8612,14.352,5.2026,,,,
,,173.208,45.4671,22.32,10.7136,209.792,26.224,,,,
,,4.448,0.3336,103.6,51.8,9.24,4.4352,,,,
,,9,3.15,59.52,17.856,10.368,3.6288,,,,
,,42.24,13.2,230.28,23.028,2.655,-1.8585,,,,
,,18.264,-13.3936,105.52,34.294,7.968,2.5896,,,,
,,3393.68,610.8624,81.424,-9.1602,27.968,9.4392,,,,
,,1085.42,282.2092,134.8,35.048,336.51,44.868,,,,
,,13.11,3.4086,90.882,-190.8522,63.686,-15.4666,,,,
,,6.36,0.0636,15.992,-2.9985,239.976,65.9934,,,,
,,85.056,28.7064,120.784,13.5882,344.22,-189.321,,,,
,,79.99,28.7964,8.32,2.808,15.552,5.4432,,,,
,,131.88,55.3896,89.95,43.176,21.248,7.4368,,,,
,,25.032,7.8225,25.2,11.592,8.448,2.64,,,,
,,717.72,71.772,37.59,17.6673,243.92,-54.882,,,,
,,207.35,24.882,14.97,4.1916,23.34,10.9698,,,,
,,44.67,12.0609,1.98,0.891,51.55,24.2285,,,,
,,209.7,100.656,39.936,-26.624,35,16.8,,,,
,,362.136,-54.3204,18.464,2.308,72.784,0,,,,
,,31.05,14.904,93.36,0.9336,97.84,25.4384,,,,
,,39.98,17.991,106.08,-9.282,51.75,15.525,,,,
,,49.848,16.8237,23.076,-10.9611,46.672,16.3352,,,,
,,23.99,11.995,25.92,9.072,51.168,-6.396,,,,
,,1087.936,353.5792,393.25,129.7725,99.2,25.792,,,,
,,199.98,53.9946,2.214,-1.476,7.98,3.9102,,,,
,,83.92,20.1408,706.86,197.9208,97.3,28.217,,,,
,,9.872,3.4552,263.96,71.2692,11.76,5.7624,,,,
,,683.332,-40.196,359.97,100.7916,167.94,82.2906,,,,
,,29.96,13.482,12.96,6.2208,3.89,1.0114,,,,
,,40.74,0.4074,116.82,5.841,164.88,80.7912,,,,
,,55.264,20.724,276.784,89.9548,159.98,47.994,,,,
,,6.48,3.1104,134.272,46.9952,20.664,6.9741,,,,
,,34.248,11.5587,61.1,18.33,11.646,-17.469,,,,
,,273.568,10.2588,10.496,1.1808,6.672,0.5004,,,,
,,65.584,23.7742,26.85,5.1015,91.84,45.0016,,,,
,,383.4656,-67.6704,3357.6,377.73,81.088,27.3672,,,,
,,10.368,3.6288,248.43,-17.745,19.44,9.3312,,,,
,,119.56,54.9976,11.648,-30.8672,451.152,0,,,,
,,140.75,42.225,85.246,-1.2178,1.44,0.504,,,,
,,85.98,22.3548,41.96,10.9096,61.776,20.8494,,,,
,,31.5,15.12,451.152,0,241.96,60.49,,,,
,,55.6,16.124,31.504,11.0264,108.608,9.5032,,,,
,,,,562.2925,-255.5875,1704.89,767.2005,,,,
,,,,11.264,1.2672,104.85,50.328,,,,
,,,,284.08,24.857,104.75,21.9975,,,,
,,,,18.496,6.7048,58.05,26.703,,,,
,,,,14.73,7.2177,157.74,56.7864,,,,
,,,,186.54,50.3658,56.98,22.792,,,,
,,,,557.728,6.9716,2.88,1.4112,,,,
,,,,159.968,-31.9936,49.12,23.0864,,,,
,,,,20.16,9.8784,65.99,17.1574,,,,
,,,,239.372,-23.9372,8.94,4.1124,,,,
,,,,595,95.2,84.784,-20.1362,,,,
,,,,199.75,87.89,112.12,42.045,,,,
,,,,227.96,36.4736,1575.14,204.7682,,,,
,,,,863.128,-32.3673,11.808,1.3284,,,,
,,,,264.18,68.6868,9.656,1.5691,,,,
,,,,156.512,52.8228,20.736,7.2576,,,,
,,,,128.34,37.2186,27.36,-21.888,,,,
,,,,999.98,449.991,2314.116,-1002.7836,,,,
,,,,62.82,29.5254,34.236,-26.2476,,,,
,,,,44.46,-17.784,19.76,5.928,,,,
,,,,314.088,19.6305,10.16,3.4544,,,,
,,,,185.88,83.646,217.764,-384.7164,,,,
,,,,12.96,6.2208,39.072,4.3956,,,,
,,,,82.64,7.4376,22.638,-16.6012,,,,
,,,,31.02,8.0652,95.144,10.7037,,,,
,,,,89.97,37.7874,17.46,5.9364,,,,
,,,,35.97,9.7119,369.16,32.3015,,,,
